ACC_NUCCORE,Host_BIOSAMPLE,IsolationSource_BIOSAMPLE,sample_class
NZ_CP008719.1,Homo sapiens,Pleural Effusion,Human
NZ_CP008718.1,Homo sapiens,Pleural Effusion,Human
NZ_CP008717.1,Homo sapiens,Pleural Effusion,Human
NZ_CP008716.1,Homo sapiens,Pleural Effusion,Human
NZ_CP008715.1,Homo sapiens,Pleural Effusion,Human
NZ_CP012638.1,Homo sapiens,patient blood,Human
NZ_CP012637.1,Homo sapiens,patient blood,Human
NZ_CP012636.1,Homo sapiens,patient blood,Human
NZ_CP013657.1,Homo sapiens,urine,Human
NZ_CP013027.1,Homo sapiens,stool,Human
NZ_CP013026.1,Homo sapiens,stool,Human
NZ_CP013024.1,Homo sapiens,stool,Human
NZ_CP013030.1,Homo sapiens,,Human
NZ_CP013028.1,Homo sapiens,,Human
NZ_CP013834.1,Homo sapiens,,Human
NZ_CP013833.1,Homo sapiens,,Human
NZ_CP013832.1,cat,,Animal
NZ_CP012632.1,Homo sapiens,patient blood,Human
NZ_AP024584.1,Sus scrofa domesticus,,Animal
NZ_AP024583.1,Sus scrofa domesticus,,Animal
NZ_AP023417.1,Homo sapiens,,Human
NZ_AP023416.1,Homo sapiens,,Human
NZ_AP024332.1,Brassica rapa,,Env.
NZ_AP024334.1,Brassica rapa,,Env.
NZ_CP072768.1,honey,honey,Env.
NZ_CP072767.1,honey,honey,Env.
NZ_CP064956.1,blue sheep,,Animal
NZ_CP059486.1,Homo sapiens,rectal swab,Human
NZ_CP059485.1,Homo sapiens,rectal swab,Human
NZ_CP059484.1,Homo sapiens,rectal swab,Human
NZ_CP059483.1,Homo sapiens,rectal swab,Human
NZ_CP059482.1,Homo sapiens,rectal swab,Human
NZ_CP059480.1,Homo sapiens,rectal swab,Human
NZ_CP052875.1,Homo sapiens,blood,Human
NZ_CP052874.1,Homo sapiens,blood,Human
NZ_CP052873.1,Homo sapiens,blood,Human
NZ_CP052872.1,Homo sapiens,blood,Human
NZ_CP052871.1,Homo sapiens,blood,Human
NZ_CP050381.1,Homo sapiens,Rectal swab,Human
NZ_CP050380.1,Homo sapiens,Rectal swab,Human
NZ_CP050379.1,Homo sapiens,Rectal swab,Human
NZ_CP050378.1,Homo sapiens,Rectal swab,Human
NZ_CP050377.1,Homo sapiens,Rectal swab,Human
NZ_CP050370.1,Homo sapiens,Rectal swab,Human
NZ_CP050369.1,Homo sapiens,Rectal swab,Human
NZ_CP050368.1,Homo sapiens,Rectal swab,Human
NZ_CP050367.1,Homo sapiens,Rectal swab,Human
NZ_CP050366.1,Homo sapiens,Rectal swab,Human
NZ_CP050365.1,Homo sapiens,Rectal swab,Human
NZ_CP050364.1,Homo sapiens,Rectal swab,Human
NZ_CP050363.1,Homo sapiens,Rectal swab,Human
NZ_CP050362.1,Homo sapiens,Rectal swab,Human
NZ_CP050361.1,Homo sapiens,Rectal swab,Human
NZ_CP050375.1,Homo sapiens,urine,Human
NZ_CP050374.1,Homo sapiens,urine,Human
NZ_CP050373.1,Homo sapiens,urine,Human
NZ_CP050372.1,Homo sapiens,urine,Human
NZ_CP015122.1,Homo sapiens,,Human
NZ_CP020585.1,Homo sapiens,sputum,Human
NZ_CP020580.1,Homo sapiens,Bronchial washing fluid,Human
NZ_CP020596.1,Homo sapiens,sputum,Human
NZ_CP020575.1,Homo sapiens,Pulmonary,Human
NZ_CP020573.1,Homo sapiens,Pulmonary,Human
NZ_CP020589.1,Homo sapiens,Pulmonary,Human
NZ_CP020594.1,Homo sapiens,sputum,Human
NZ_CP020593.1,Homo sapiens,urine,Human
NZ_CP020577.1,Homo sapiens,blood,Human
NZ_CP020576.1,Homo sapiens,blood,Human
NZ_CP020587.1,Homo sapiens,blood,Human
NZ_CP020001.1,Canola Roots,Canola Roots,Env.
NZ_CP016903.1,soil,soil,Env.
NZ_CP016902.1,soil,soil,Env.
NZ_CP016901.1,soil,soil,Env.
NZ_CP016900.1,soil,soil,Env.
NZ_CP016899.1,soil,soil,Env.
NZ_CP016898.1,soil,soil,Env.
NZ_CP016897.1,soil,soil,Env.
NZ_CP008851.1,Homo sapiens,Endotracheal Secretion,Human
NZ_CP008850.1,Homo sapiens,Endotracheal Secretion,Human
NZ_CP018422.1,Homo sapiens,medical patient,Human
NZ_CP018255.1,Homo sapiens,Small Colon,Human
NZ_CP018257.1,Homo sapiens,sputum,Human
NZ_CP018144.1,Homo sapiens,sputum,Human
NZ_CP017647.1,Homo sapiens,sputum,Human
NZ_CP017653.1,Homo sapiens,wound,Human
NZ_CP017657.1,Homo sapiens,wound,Human
NZ_CP017649.1,Homo sapiens,sputum,Human
NZ_CP017643.1,Homo sapiens,Bronchial,Human
NZ_CP017651.1,Homo sapiens,blood,Human
NZ_CP017645.1,Homo sapiens,Bronchial,Human
NZ_CP015112.1,frozen soil,frozen soil,Env.
NZ_CP015111.1,frozen soil,frozen soil,Env.
NZ_CP015486.1,Homo sapiens,bodily fluid,Human
NZ_CP015485.1,Homo sapiens,bodily fluid,Human
NZ_CP015484.1,Homo sapiens,bodily fluid,Human
NZ_CP010358.1,Hospital sewage,Hospital sewage,Env.
NZ_CP010357.1,Hospital sewage,Hospital sewage,Env.
NZ_CP010356.1,Hospital sewage,Hospital sewage,Env.
NZ_CP010355.1,Hospital sewage,Hospital sewage,Env.
NZ_CP010354.1,Hospital sewage,Hospital sewage,Env.
NZ_CP010353.1,Hospital sewage,Hospital sewage,Env.
NZ_CP010352.1,Hospital sewage,Hospital sewage,Env.
NZ_CP010351.1,Hospital sewage,Hospital sewage,Env.
NZ_CP053186.1,Homo sapiens,sputum,Human
NZ_CP053184.1,Homo sapiens,bile,Human
NZ_CP030772.1,soil,soil,Env.
NZ_CP010780.1,Homo sapiens,Lower respiratory tract,Human
NZ_CP010400.1,Homo sapiens,bodily fluid,Human
NZ_CP010399.1,Homo sapiens,bodily fluid,Human
NZ_CP010398.1,Homo sapiens,bodily fluid,Human
NZ_CP074119.1,Homo sapiens,Abdominal pus,Human
NZ_CP074118.1,Homo sapiens,Abdominal pus,Human
NZ_CP074117.1,Homo sapiens,Abdominal pus,Human
NZ_CP073909.1,homo,,Human
NZ_CP073908.1,homo,,Human
NZ_CP073907.1,homo,,Human
NZ_CP054309.1,Tidal pool,Tidal pool,Env.
NZ_CP054308.1,Tidal pool,Tidal pool,Env.
NZ_CP054307.1,Tidal pool,Tidal pool,Env.
NZ_CP063809.1,"Potato rhizosphere, Soil","Potato rhizosphere, Soil",Env.
NZ_CP064927.1,surface of Pikea pinnata,surface of Pikea pinnata,Env.
NZ_CP064926.1,surface of Pikea pinnata,surface of Pikea pinnata,Env.
NZ_CP064925.1,surface of Pikea pinnata,surface of Pikea pinnata,Env.
NZ_CP064924.1,surface of Pikea pinnata,surface of Pikea pinnata,Env.
NZ_CP064922.1,surface of Pikea pinnata,surface of Pikea pinnata,Env.
NZ_CP064921.1,surface of Pikea pinnata,surface of Pikea pinnata,Env.
NZ_CP055301.1,Homo sapiens,sputum,Human
NZ_CP055300.1,Homo sapiens,sputum,Human
NZ_CP055299.1,Homo sapiens,sputum,Human
NZ_CP055298.1,Homo sapiens,sputum,Human
NZ_CP055297.1,Homo sapiens,sputum,Human
NZ_CP055296.1,Homo sapiens,sputum,Human
NZ_CP055295.1,Homo sapiens,sputum,Human
NZ_CP073662.1,activated sludge,activated sludge,Env.
NZ_CP047314.1,soil sample,soil sample,Env.
NZ_CP047313.1,soil sample,soil sample,Env.
NZ_CP047312.1,soil sample,soil sample,Env.
NZ_CP073106.1,water,water,Env.
NZ_CP063842.1,river sediment,river sediment,Env.
NZ_CP063841.1,river sediment,river sediment,Env.
NZ_CP063840.1,river sediment,river sediment,Env.
NZ_CP073064.1,Homo sapiens,human nose,Human
NZ_CP074077.1,rice,,Env.
NZ_CP038230.1,Homo sapiens,sperm,Human
NZ_CP048423.1,soil,soil,Env.
NZ_CP048421.1,soil,soil,Env.
NZ_CP048420.1,soil,soil,Env.
NZ_CP048419.1,soil,soil,Env.
NZ_CP020081.1,Penaeus vannamei,,Animal
NZ_CP020080.1,Penaeus vannamei,,Animal
NZ_CP020079.1,Penaeus vannamei,,Animal
NZ_CP020078.1,Penaeus vannamei,,Animal
NZ_CP011418.1,Homo sapiens,stool,Human
NZ_CP011417.1,Homo sapiens,stool,Human
NZ_CP009169.1,Bos taurus,udder acute mastitis,Animal
NZ_CP009168.1,Bos taurus,udder acute mastitis,Animal
NZ_CP009167.1,Bos taurus,udder acute mastitis,Animal
NZ_CP009074.1,human,human,Human
NZ_CP009073.1,human,human,Human
NC_017629.1,Homo sapiens,,Human
NZ_CP047923.1,Homo sapiens,Secretions,Human
NZ_CP047590.1,chicken,chicken,Animal
NZ_CP047925.1,Homo sapiens,pus,Human
NZ_CP047425.1,Chicken meat,Chicken meat,Env.
NZ_CP073242.1,Psittacus erithacus,Psittacus erithacus,Animal
NZ_CP073113.1,Rosa sp.,,Env.
NZ_CP073112.1,Rosa sp.,,Env.
NZ_CP072383.1,Homo sapiens,human oral cavity,Human
NZ_CP072382.1,Homo sapiens,human oral cavity,Human
NZ_CP047329.1,animal,animal,Animal
NZ_CP047328.1,animal,animal,Animal
NZ_CP047327.1,animal,animal,Animal
NZ_CP064431.1,Homo sapiens,Rectal Swab,Human
NZ_CP064430.1,Homo sapiens,Rectal Swab,Human
NZ_CP064429.1,Homo sapiens,Rectal Swab,Human
NZ_CP064428.1,Homo sapiens,Rectal Swab,Human
NZ_CP064427.1,Homo sapiens,Rectal Swab,Human
NZ_CP064426.1,Homo sapiens,Rectal Swab,Human
NZ_CP064425.1,Homo sapiens,Rectal Swab,Human
NZ_CP064414.1,Homo sapiens,Rectal Swab,Human
NZ_CP064413.1,Homo sapiens,Rectal Swab,Human
NZ_CP064412.1,Homo sapiens,Rectal Swab,Human
NZ_CP064411.1,Homo sapiens,Rectal Swab,Human
NZ_CP064410.1,Homo sapiens,Rectal Swab,Human
NZ_CP064409.1,Homo sapiens,Rectal Swab,Human
NZ_CP064408.1,Homo sapiens,Rectal Swab,Human
NZ_CP064407.1,Homo sapiens,Rectal Swab,Human
NZ_CP046581.1,soil,soil,Env.
NZ_CP073707.1,Homo sapiens,blood,Human
NZ_CP073706.1,Homo sapiens,blood,Human
NZ_CP073668.1,Homo sapiens,blood,Human
NZ_CP073666.1,Homo sapiens,blood,Human
NZ_CP073663.1,Homo sapiens,blood,Human
NZ_CP073672.1,Homo sapiens,blood,Human
NZ_CP073671.1,Homo sapiens,blood,Human
NZ_CP073061.1,Homo sapiens,patient,Human
NZ_CP073727.1,soil,soil,Env.
NZ_CP073724.1,soil,soil,Env.
NZ_CP073736.1,soil,soil,Env.
NZ_CP073742.1,soil,soil,Env.
NZ_CP073733.1,soil,soil,Env.
NZ_CP073730.1,water,water,Env.
NZ_CP073739.1,soil,soil,Env.
NZ_CP042283.1,Homo sapiens,feces,Human
NZ_CP042281.1,Homo sapiens,feces,Human
NZ_CP051018.1,Oryctes gigas,,Animal
NZ_CP051017.1,Oryctes gigas,,Animal
NZ_CP051016.1,Oryctes gigas,,Animal
NZ_CP051015.1,Oryctes gigas,,Animal
NZ_CP051014.1,Oryctes gigas,,Animal
NZ_CP047369.1,Solanum lycopersicum L.,,Env.
NZ_CP047368.1,Solanum lycopersicum L.,,Env.
NZ_CP047367.1,Solanum lycopersicum L.,,Env.
NZ_CP073777.1,pig feces,pig feces,Animal
NZ_CP073776.1,pig feces,pig feces,Animal
NZ_CP073775.1,pig feces,pig feces,Animal
NZ_CP073774.1,pig feces,pig feces,Animal
NZ_CP073773.1,pig feces,pig feces,Animal
NZ_CP073772.1,pig feces,pig feces,Animal
NZ_CP073678.1,"A bacterial consortium from cattle pasture soil, USA","A bacterial consortium from cattle pasture soil, USA",Env.
NZ_CP073654.1,fermentation bioreactor,fermentation bioreactor,Env.
NZ_CP073010.1,Homo sapiens,,Human
NZ_CP073009.1,Homo sapiens,,Human
NZ_CP073008.1,Homo sapiens,,Human
NZ_CP073278.1,Homo sapiens,,Human
NZ_CP073314.1,Hospital environment,Hospital environment,Env.
NZ_CP073313.1,Hospital environment,Hospital environment,Env.
NZ_CP073312.1,Hospital environment,Hospital environment,Env.
NZ_CP073311.1,Hospital environment,Hospital environment,Env.
NZ_CP073079.1,soil,soil,Env.
NZ_CP073073.1,bovine,,Animal
NZ_CP073072.1,bovine,,Animal
NZ_CP073071.1,bovine,,Animal
NZ_CP071072.1,Homo sapiens,outer malleolus,Human
NZ_CP071071.1,Homo sapiens,outer malleolus,Human
NZ_CP072388.1,Homo sapiens,human oral cavity,Human
NZ_CP046675.1,tobacco,leaf veins (vascular strands),Env.
NZ_CP073083.1,Homo sapiens,,Human
NZ_CP073081.1,Homo sapiens,,Human
NZ_CP060743.1,rhizosphere soil,rhizosphere soil,Env.
NZ_CP072356.1,Homo sapiens,human oral cavity,Human
NZ_CP072391.1,Homo sapiens,human oral cavity,Human
NZ_CP072340.1,Homo sapiens,human oral cavity,Human
NZ_CP073237.1,antimony mine,antimony mine,Env.
NZ_CP072353.1,Homo sapiens,human oral cavity,Human
NZ_CP072332.1,Homo sapiens,human oral cavity,Human
NZ_CP072376.1,Homo sapiens,human oral cavity,Human
NZ_CP072337.1,Homo sapiens,human oral cavity,Human
NZ_CP071089.1,Homo sapiens,outer malleolus,Human
NZ_CP071088.1,Homo sapiens,outer malleolus,Human
NZ_CP071087.1,Homo sapiens,outer malleolus,Human
NZ_CP047294.1,Grateloupia sp.,,Env.
NZ_CP047293.1,Grateloupia sp.,,Env.
NZ_CP047292.1,Grateloupia sp.,,Env.
NZ_CP047291.1,Grateloupia sp.,,Env.
NZ_CP047290.1,Grateloupia sp.,,Env.
NZ_CP073757.1,water,water,Env.
NZ_CP073756.1,water,water,Env.
NZ_CP073103.1,soil,soil,Env.
NZ_CP073102.1,soil,soil,Env.
NZ_CP074091.1,Homo sapiens,Surveillance,Human
NZ_CP074090.1,Homo sapiens,Surveillance,Human
NZ_CP074089.1,Homo sapiens,Surveillance,Human
NZ_CP074088.1,Homo sapiens,Surveillance,Human
NZ_CP073659.1,Homo sapiens,blood,Human
NZ_CP073658.1,Homo sapiens,blood,Human
NZ_CP073657.1,Homo sapiens,blood,Human
NZ_CP073380.1,Homo sapiens,,Human
NZ_CP073379.1,Homo sapiens,,Human
NZ_CP073378.1,Homo sapiens,,Human
NZ_CP073376.1,Homo sapiens,,Human
NZ_CP073375.1,Homo sapiens,,Human
NZ_CP073374.1,Homo sapiens,,Human
NZ_CP073067.1,tomato pulp,tomato pulp,Env.
NZ_CP042284.1,Homo sapiens,feces,Human
NZ_CP065954.1,Homo sapiens,,Human
NZ_CP065953.1,Homo sapiens,,Human
NZ_CP065952.1,Homo sapiens,,Human
NZ_CP065951.1,Homo sapiens,,Human
NZ_CP065950.1,Homo sapiens,,Human
NZ_CP073304.1,Homo sapiens,,Human
NZ_CP073303.1,Homo sapiens,,Human
NZ_CP071085.1,Homo sapiens,central nervous catheter,Human
NZ_CP071084.1,Homo sapiens,central nervous catheter,Human
NZ_CP071083.1,Homo sapiens,central nervous catheter,Human
NZ_CP071082.1,Homo sapiens,central nervous catheter,Human
NZ_CP071081.1,Homo sapiens,central nervous catheter,Human
NZ_CP072908.1,Homo sapiens,urine,Human
NZ_CP072907.1,Homo sapiens,urine,Human
NZ_CP072906.1,Homo sapiens,urine,Human
NZ_CP072379.1,Homo sapiens,human oral cavity,Human
NZ_CP047597.1,Homo sapiens,sputum,Human
NZ_CP047596.1,Homo sapiens,sputum,Human
NZ_CP063139.1,Homo sapiens,soft tissue,Human
NZ_CP074195.1,Homo sapiens,,Human
NZ_CP072773.1,Bee Honey,Bee Honey,Env.
NZ_CP072772.1,Bee Honey,Bee Honey,Env.
NZ_CP072771.1,Bee Honey,Bee Honey,Env.
NZ_CP072770.1,Bee Honey,Bee Honey,Env.
NZ_CP072777.1,Bee Honey,Bee Honey,Env.
NZ_CP072776.1,Bee Honey,Bee Honey,Env.
NZ_CP072775.1,Bee Honey,Bee Honey,Env.
NZ_CP050241.1,Pear,,Env.
NZ_CP044337.1,Homo sapiens,tissue,Human
NZ_CP044336.1,Homo sapiens,tissue,Human
NZ_CP011496.1,Homo sapiens,,Human
NZ_CP011019.1,Homo sapiens,,Human
NZ_CP011143.1,Homo sapiens,urine,Human
NZ_CP011142.1,Homo sapiens,urine,Human
NZ_CP011141.1,Homo sapiens,urine,Human
NZ_CP011140.1,Homo sapiens,urine,Human
NZ_CP011139.1,Homo sapiens,urine,Human
NZ_CP011138.1,Homo sapiens,urine,Human
NZ_CP011137.1,Homo sapiens,urine,Human
NZ_CP011136.1,Homo sapiens,urine,Human
NZ_CP011135.1,Homo sapiens,urine,Human
NZ_CP010373.2,Homo sapiens,excreted bodily substance,Human
NZ_CP010345.1,Bos taurus,udder persistent mastitis,Animal
NZ_CP006029.1,Homo sapiens,,Human
NZ_CP006028.1,Homo sapiens,,Human
NZ_CP006264.1,Homo sapiens,,Human
NZ_CP006263.1,Homo sapiens,,Human
NZ_CP008807.1,Cattle feces,Cattle feces,Animal
NZ_CP008806.1,Cattle feces,Cattle feces,Animal
NZ_CP010305.1,Cattle feces,Cattle feces,Animal
NZ_CP009107.1,human stool,human stool,Human
NZ_CP009105.1,Cow feces,Cow feces,Animal
NZ_CP010372.1,Homo sapiens,excreted bodily substance,Human
NC_022741.1,Homo sapiens,,Human
NC_022743.1,Homo sapiens,,Human
NC_022742.1,Homo sapiens,,Human
NC_017655.1,Homo sapiens,,Human
NC_017657.1,Homo sapiens,,Human
NC_017654.1,Homo sapiens,,Human
NC_017653.1,Homo sapiens,,Human
NC_017658.1,Homo sapiens,,Human
NC_017647.1,Homo sapiens,,Human
NC_017648.1,Homo sapiens,,Human
NC_017650.1,Homo sapiens,,Human
NC_017649.1,Homo sapiens,,Human
NC_017645.1,porcine,,Animal
NC_017643.1,porcine,,Animal
NC_017640.1,porcine,,Animal
NC_017639.1,porcine,,Animal
NC_017642.1,porcine,,Animal
NC_013942.1,Homo sapiens,,Human
NZ_CP048628.1,Homo sapiens,feces,Human
NZ_CP036260.1,intestinal contents of termite Nasutitermes nigriceps,intestinal contents of termite Nasutitermes nigriceps,Env.
NZ_CP043623.1,Penaeus vannamei (shrimp),intestine content,Animal
NZ_CP043622.1,Penaeus vannamei (shrimp),intestine content,Animal
NZ_CP043621.1,Penaeus vannamei (shrimp),intestine content,Animal
NZ_CP043620.1,Penaeus vannamei (shrimp),intestine content,Animal
NZ_CP043619.1,Penaeus vannamei (shrimp),intestine content,Animal
NZ_CP043429.1,Black-headed gull,Black-headed gull,Animal
NZ_CP036556.1,Homo sapiens,Appendix abscess,Human
NZ_CP035496.1,Japanese rhinoceros beetle larva,,Animal
NZ_CP021236.1,unidentified actinians,unidentified actinians,Animal
NZ_CP028340.1,Wastewater treatment plant,Wastewater treatment plant,Env.
NZ_CP027847.1,squirrel,,Animal
NZ_CP027671.1,Dust collector of pigpen,Dust collector of pigpen,Env.
NZ_CP027670.1,Dust collector of pigpen,Dust collector of pigpen,Env.
NZ_CP022536.1,Ellychnia corrusca,,Animal
NZ_CP015580.1,mandarin orange,,Env.
NZ_CP009250.1,Phoca vitulina,nasal cavity of common seals (Phoca vitulina),Animal
NZ_CP009252.1,seawater,seawater,Env.
NZ_CP017268.1,milk,milk,Env.
NZ_CP015624.1,raw cow milk,raw cow milk,Animal
NZ_CP015623.1,raw cow milk,raw cow milk,Animal
NZ_CP013258.1,air,air,Env.
NZ_CP013257.1,air,air,Env.
NZ_CP013256.1,air,air,Env.
NZ_CP013255.1,air,air,Env.
NZ_CP007792.1,coastal sediment,coastal sediment,Env.
NZ_CP007791.1,coastal sediment,coastal sediment,Env.
NZ_CP059857.1,Homo sapiens,,Human
NZ_AP022849.1,Callyspongia,,Animal
NZ_CP042333.1,soybean,rhizosphere soil,Env.
NZ_CP042332.1,soybean,rhizosphere soil,Env.
NZ_CP039508.1,Homo sapiens,Stools,Human
NZ_CP039507.1,Homo sapiens,Stools,Human
NZ_CP039506.1,Homo sapiens,Stools,Human
NZ_CP039505.1,Homo sapiens,Stools,Human
NZ_CP039504.1,Homo sapiens,Stools,Human
NZ_CP034768.1,Homo sapiens,rectal swab,Human
NZ_CP017947.1,Oxytropis triphylla,root nodule,Env.
NZ_CP021332.1,Lava,Lava,Env.
NZ_CP021331.1,Lava,Lava,Env.
NZ_CP017148.1,Vavilovia formosa,,Env.
NZ_CP016463.1,Algal phycosphere,Algal phycosphere,Env.
NZ_CP014302.1,Stereocaulon sp.,,Env.
NC_019969.1,Homo sapiens,,Human
NC_019961.1,Homo sapiens,,Human
NC_013519.1,Termite,,Animal
NC_013518.1,Termite,,Animal
NZ_CP063951.1,air,air,Env.
NZ_CP020969.2,Phaseolus vulgaris,,Env.
NZ_CP020968.2,Phaseolus vulgaris,,Env.
NZ_CP067023.1,Japanese radish,,Env.
NZ_CP041279.2,Homo sapiens,feces,Human
NZ_CP041271.2,Homo sapiens,feces,Human
NZ_CP051687.1,Flower of Forsythia koreana,Flower of Forsythia koreana,Env.
NZ_CP051686.1,Flower of Forsythia koreana,Flower of Forsythia koreana,Env.
NZ_CP051648.1,Homo sapiens,puncture fluid,Human
NZ_CP051647.1,Homo sapiens,puncture fluid,Human
NZ_CP051646.1,Homo sapiens,puncture fluid,Human
NZ_CP051645.1,Homo sapiens,puncture fluid,Human
NZ_CP051644.1,Homo sapiens,puncture fluid,Human
NZ_CP051683.1,Flower of Shittah tree,Flower of Shittah tree,Env.
NZ_CP041278.1,Homo sapiens,feces,Human
NZ_CP041277.1,Homo sapiens,feces,Human
NZ_CP041276.1,Homo sapiens,feces,Human
NZ_CP041275.1,Homo sapiens,feces,Human
NZ_CP041274.1,Homo sapiens,feces,Human
NZ_CP041273.1,Homo sapiens,feces,Human
NZ_CP041272.1,Homo sapiens,feces,Human
NZ_CP015420.1,marine mud,marine mud,Env.
NZ_CP015419.1,marine mud,marine mud,Env.
NZ_CP067425.2,Homo sapiens,skin,Human
NZ_CP068248.1,swine,swine,Animal
NZ_CP067424.1,Homo sapiens,skin,Human
NZ_CP067423.1,Homo sapiens,skin,Human
NZ_CP067422.1,Homo sapiens,skin,Human
NZ_CP067421.1,Homo sapiens,skin,Human
NZ_CP066700.1,soil,soil,Env.
NZ_CP063444.1,swine nasal swab,swine nasal swab,Animal
NZ_CP063280.1,Homo sapiens,Postoperative wound,Human
NZ_CP063279.1,Homo sapiens,Postoperative wound,Human
NZ_CP063278.1,Homo sapiens,Postoperative wound,Human
NZ_CP061776.1,Breeding wastewater,Breeding wastewater,Env.
NZ_CP061775.1,Breeding wastewater,Breeding wastewater,Env.
NZ_CP061774.1,Breeding wastewater,Breeding wastewater,Env.
NZ_CP061090.1,Homo sapiens,Blood culture,Human
NZ_CP059057.1,Homo sapiens,Skin ulcer,Human
NZ_CP059681.1,chickens,chickens,Animal
NZ_CP059680.1,chickens,chickens,Animal
NZ_CP054622.1,soil,soil,Env.
NZ_CP054621.1,soil,soil,Env.
NZ_CP054620.1,soil,soil,Env.
NZ_CP054618.1,soil,soil,Env.
NZ_CP054617.1,soil,soil,Env.
NZ_CP054616.1,soil,soil,Env.
NZ_CP054615.1,soil,soil,Env.
NZ_CP033323.1,Agricultural field,Agricultural field,Env.
NZ_CP033321.1,Agricultural field,Agricultural field,Env.
NZ_CP033317.1,Agricultural field,Agricultural field,Env.
NZ_CP033315.1,Agricultural field,Agricultural field,Env.
NZ_CP032344.1,Agricultural field,Agricultural field,Env.
NZ_CP032343.1,Agricultural field,Agricultural field,Env.
NZ_CP032342.1,Agricultural field,Agricultural field,Env.
NZ_CP032341.1,Agricultural field,Agricultural field,Env.
NZ_CP032340.1,Agricultural field,Agricultural field,Env.
NZ_CP032350.1,Agricultural field,Agricultural field,Env.
NZ_CP032349.1,Agricultural field,Agricultural field,Env.
NZ_CP032348.1,Agricultural field,Agricultural field,Env.
NZ_CP032347.1,Agricultural field,Agricultural field,Env.
NZ_CP032346.1,Agricultural field,Agricultural field,Env.
NZ_CP032328.1,Agricultural field,Agricultural field,Env.
NZ_CP032327.1,Agricultural field,Agricultural field,Env.
NZ_CP032326.1,Agricultural field,Agricultural field,Env.
NZ_CP032325.1,Agricultural field,Agricultural field,Env.
NZ_CP032324.1,Agricultural field,Agricultural field,Env.
NZ_CP032323.1,Agricultural field,Agricultural field,Env.
NZ_CP032322.1,Agricultural field,Agricultural field,Env.
NZ_CP039651.1,rice paddy soil,rice paddy soil,Env.
NZ_CP039644.1,rice paddy soil,rice paddy soil,Env.
NZ_CP039643.1,rice paddy soil,rice paddy soil,Env.
NZ_CP039641.1,soil,soil,Env.
NZ_CP039640.1,soil,soil,Env.
NZ_CP032750.1,beer contaminant,beer contaminant,Env.
NZ_CP032749.1,beer contaminant,beer contaminant,Env.
NZ_CP032748.1,beer contaminant,beer contaminant,Env.
NZ_CP032747.1,beer contaminant,beer contaminant,Env.
NZ_CP032746.1,beer contaminant,beer contaminant,Env.
NZ_CP032745.1,beer contaminant,beer contaminant,Env.
NZ_CP029836.1,Cow dung,Cow dung,Animal
NZ_CP029835.1,Cow dung,Cow dung,Animal
NZ_CP029834.1,Cow dung,Cow dung,Animal
NZ_CP029833.1,Cow dung,Cow dung,Animal
NZ_CP029832.1,Cow dung,Cow dung,Animal
NZ_CP029831.1,Cow dung,Cow dung,Animal
NZ_CP029830.1,Cow dung,Cow dung,Animal
NZ_CP022369.1,paddy soils,paddy soils,Env.
NZ_CP022368.1,paddy soils,paddy soils,Env.
NZ_CP022367.1,paddy soils,paddy soils,Env.
NZ_CP022366.1,paddy soils,paddy soils,Env.
NZ_CP022365.1,paddy soils,paddy soils,Env.
NZ_CP022363.1,paddy soils,paddy soils,Env.
NZ_CP029360.1,hot spring,hot spring,Env.
NZ_CP029359.1,hot spring,hot spring,Env.
NZ_CP029358.1,hot spring,hot spring,Env.
NZ_CP029357.1,hot spring,hot spring,Env.
NZ_CP029356.1,hot spring,hot spring,Env.
NZ_CP012919.1,Digitaria eriantha,root,Env.
NZ_CP012918.1,Digitaria eriantha,root,Env.
NZ_CP012917.1,Digitaria eriantha,root,Env.
NZ_CP012916.1,Digitaria eriantha,root,Env.
NZ_CP012915.1,Digitaria eriantha,root,Env.
NZ_CP007798.1,Triticum aestivum L.,wheat rhizosphere,Env.
NZ_CP007797.1,Triticum aestivum L.,wheat rhizosphere,Env.
NZ_CP007796.1,Triticum aestivum L.,wheat rhizosphere,Env.
NZ_CP007795.1,Triticum aestivum L.,wheat rhizosphere,Env.
NZ_CP007794.1,Triticum aestivum L.,wheat rhizosphere,Env.
NZ_CP021009.2,Phaseolus sp.,,Env.
NZ_CP021008.2,Phaseolus sp.,,Env.
NZ_CP021007.2,Phaseolus sp.,,Env.
NZ_CP020995.2,Phaseolus vulgaris,,Env.
NZ_CP020994.2,Phaseolus vulgaris,,Env.
NZ_CP020993.2,Phaseolus vulgaris,,Env.
NZ_CP021022.2,Phaseolus sp.,,Env.
NZ_CP021021.2,Phaseolus sp.,,Env.
NZ_CP021020.2,Phaseolus sp.,,Env.
NZ_CP021019.2,Phaseolus sp.,,Env.
NZ_CP020999.2,Phaseolus vulgaris,,Env.
NZ_CP020966.2,Phaseolus vulgaris,,Env.
NZ_CP020965.2,Phaseolus vulgaris,,Env.
NZ_CP020978.2,Phaseolus vulgaris,,Env.
NZ_CP020977.2,Phaseolus vulgaris,,Env.
NZ_CP020976.2,Phaseolus vulgaris,,Env.
NZ_CP021005.2,Phaseolus vulgaris,,Env.
NZ_CP021004.2,Phaseolus vulgaris,,Env.
NZ_CP021003.2,Phaseolus vulgaris,,Env.
NZ_CP021002.2,Phaseolus vulgaris,,Env.
NZ_CP021117.1,tidal flat sample,tidal flat sample,Env.
